ID,name,LABEL
EXP_DEF001,第十九条、第九十一条规定,EXP_DEF
EXP_DEF002,国家重点保护野生植物采集证,EXP_DEF
EXP_DEF003,中英文,EXP_DEF
EXP_DEF004,湿地修复方案,EXP_DEF
EXP_DEF005,指南,EXP_DEF
EXP_DEF006,2021年7月19日,EXP_DEF
EXP_DEF007,建设规划,EXP_DEF
EXP_DEF008,规定,EXP_DEF
EXP_DEF009,具体测算指标,EXP_DEF
EXP_DEF010,Toxicodendron Mill.,EXP_DEF
EXP_DEF011,Dalbergia L. f.,EXP_DEF
EXP_DEF012,Actinidia Lindl.,EXP_DEF
EXP_DEF013,Arundo L.,EXP_DEF
EXP_DEF014,Astragalus L.,EXP_DEF
EXP_DEF015,Atractylodes lancea (Thunb.) DC.,EXP_DEF
EXP_DEF016,Indigofera L.,EXP_DEF
EXP_DEF017,Pleione D. Don,EXP_DEF
EXP_DEF018,Saxifraga L.,EXP_DEF
EXP_DEF019,2020年6月3日,EXP_DEF
EXP_DEF020,商业性注册,EXP_DEF
EXP_DEF021,人工繁殖,EXP_DEF
EXP_DEF022,服务标准和技术规范,EXP_DEF
EXP_DEF023,速生丰产用材林检验方法,EXP_DEF
EXP_DEF024,普查结果,EXP_DEF
EXP_DEF025,管理体制与人才规划,EXP_DEF
EXP_DEF026,星创天地,EXP_DEF
EXP_DEF027,2018年第4号,EXP_DEF
EXP_DEF028,20180202,EXP_DEF
EXP_DEF029,要求,EXP_DEF
EXP_DEF030,大中专以上专业学历,EXP_DEF
EXP_DEF031,一级突发林业有害生物事件,EXP_DEF
EXP_DEF032,二级突发林业有害生物事件,EXP_DEF
EXP_DEF033,76.2%,EXP_DEF
EXP_DEF034,合格率81.8%,EXP_DEF
EXP_DEF035,合格率64.2%,EXP_DEF
EXP_DEF036,合格率46.8%,EXP_DEF
EXP_DEF037,保存率78.4%,EXP_DEF
EXP_DEF038,成效率92.1%,EXP_DEF
EXP_DEF039,成效率48.3%,EXP_DEF
EXP_DEF040,超过7000万亩,EXP_DEF
EXP_DEF041,中央财经领导小组办公室副主任,EXP_DEF
EXP_DEF042,中央财经领导小组办公室副主任、中央农村工作领导小组办公室副主任,EXP_DEF
EXP_DEF043,国务院研究室副主任,EXP_DEF
EXP_DEF044,中国科学院院士，国家自然科学基金委员会原主任,EXP_DEF
EXP_DEF045,中国工程院院士，中国工程院副院长,EXP_DEF
EXP_DEF046,中国科学院院士，中国科学院生态环境研究中心研究员,EXP_DEF
EXP_DEF047,中国工程院院士，南京林业大学校长,EXP_DEF
EXP_DEF048,中国工程院院士，北京师范大学环境学院院长,EXP_DEF
EXP_DEF049,中国工程院院士，中国农业大学中国农业水问题研究中心主任,EXP_DEF
EXP_DEF050,中国工程院院士，兰州大学草地农业科技学院教授,EXP_DEF
EXP_DEF051,技术要求,EXP_DEF
EXP_DEF052,2016年3月31日,EXP_DEF
EXP_DEF053,审查意见,EXP_DEF
EXP_DEF054,分布式设计,EXP_DEF
EXP_DEF055,Abelia R. Br.,EXP_DEF
EXP_DEF056,编写提纲,EXP_DEF
EXP_DEF057,森林面积2488万公顷,EXP_DEF
EXP_DEF058,森林面积801万公顷,EXP_DEF
EXP_DEF059,森林面积359万公顷,EXP_DEF
EXP_DEF060,森林面积188万公顷,EXP_DEF
EXP_DEF061,森林面积406万公顷,EXP_DEF
EXP_DEF062,2013年第14号,EXP_DEF
EXP_DEF063,全面监测、突出重点的原则,EXP_DEF
EXP_DEF064,木质包装材料管理要求,EXP_DEF
EXP_DEF065,核查结果,EXP_DEF
EXP_DEF066,产气荚膜梭菌病（魏氏梭菌病）,EXP_DEF
EXP_DEF067,有关规定,EXP_DEF
EXP_DEF068,森林防火内容,EXP_DEF
EXP_DEF069,功能区划,EXP_DEF
EXP_DEF070,利益分配机制,EXP_DEF
EXP_DEF071,林木种子生产情况,EXP_DEF
EXP_DEF072,检验时间、检验内容、检验结果、检验证书编号及责任人,EXP_DEF
EXP_DEF073,贮藏保管及调出的时间、数量、单价、种子批号、苗批号、购种协议、购种单位地址及联系方式,EXP_DEF
EXP_DEF074,“十一五”期间,EXP_DEF
EXP_DEF075,年度征占用林地定额,EXP_DEF
EXP_DEF076,建设项目用地的技术说明,EXP_DEF
EXP_DEF077,计划年度,EXP_DEF
EXP_DEF078,质量管理制度,EXP_DEF
EXP_DEF079,行政许可制度,EXP_DEF
EXP_DEF080,专项检查制度,EXP_DEF
EXP_DEF081,办案制度,EXP_DEF
EXP_DEF082,奖惩制度,EXP_DEF
EXP_DEF083,宣传制度,EXP_DEF
EXP_DEF084,行政执法评议考核机制,EXP_DEF
EXP_DEF085,8年,EXP_DEF
EXP_DEF086,2007年,EXP_DEF
EXP_DEF087,林业工作思路,EXP_DEF
EXP_DEF088,技术方案,EXP_DEF
EXP_DEF089,政府采购工作的程序,EXP_DEF
EXP_DEF090,国家规定的种用标准,EXP_DEF
EXP_DEF091,多渠道、多层次,EXP_DEF
EXP_DEF092,20%,EXP_DEF
EXP_DEF093,132亿立方米,EXP_DEF
EXP_DEF094,12000亿元,EXP_DEF
EXP_DEF095,作业设计,EXP_DEF
EXP_DEF096,森林、林木和林地所有权或者使用权,EXP_DEF
EXP_DEF097,林业统计标准,EXP_DEF
EXP_DEF098,荣誉称号,EXP_DEF
EXP_DEF099,林木种子净度,EXP_DEF
EXP_DEF100,发芽率,EXP_DEF
EXP_DEF101,行政许可文书格式,EXP_DEF
EXP_DEF102,林木种子广告管理,EXP_DEF
EXP_DEF103,林木种子生产经营许可制度,EXP_DEF
EXP_DEF104,林策发200494号,EXP_DEF
EXP_DEF105,林资发200361号,EXP_DEF
EXP_DEF106,林资调字199949号,EXP_DEF
EXP_DEF107,工程建设进展情况及其分析,EXP_DEF
EXP_DEF108,处置意见,EXP_DEF
EXP_DEF109,Bursaphelenchus xylop hilus (Steiner Buhrer) Nickle,EXP_DEF
EXP_DEF110,主伐年龄,EXP_DEF
EXP_DEF111,香蕉穿孔线虫(Radopholus similis (Cobb) Thorne),EXP_DEF
EXP_DEF112,Pinus Linn.,EXP_DEF
EXP_DEF113,Picea Dietr.,EXP_DEF
EXP_DEF114,林木种子生产许可证的规定,EXP_DEF
EXP_DEF115,林木种子经营许可证的规定,EXP_DEF
EXP_DEF116,生产者基本情况、生产品种、技术人员、设施设备情况,EXP_DEF
EXP_DEF117,经营者基本情况、经营品种、技术人员、设施和设备情况,EXP_DEF
EXP_DEF118,独立法人资格,EXP_DEF
EXP_DEF119,差额定率累进计费方式,EXP_DEF
EXP_DEF120,限期整改的意见,EXP_DEF
EXP_DEF121,处理方法和有关技术指标,EXP_DEF
EXP_DEF122,Populus tomentosa Carr.,EXP_DEF
EXP_DEF123,Paulownia,EXP_DEF
EXP_DEF124,Cunninghamia Lanceolata,EXP_DEF
EXP_DEF125,Magnolia,EXP_DEF
EXP_DEF126,Paeonia suffruticosa Andr.,EXP_DEF
EXP_DEF127,Prunus mume,EXP_DEF
EXP_DEF128,Rosa,EXP_DEF
EXP_DEF129,Camellia,EXP_DEF
EXP_DEF130,2019年,EXP_DEF
EXP_DEF131,安全技术标准和技术规范,EXP_DEF
EXP_DEF132,华北落叶松人工林集约经营系统,EXP_DEF
EXP_DEF133,国家、省部级奖励,EXP_DEF
EXP_DEF134,森林资产总价值,EXP_DEF
